0,10800,2000,40000,300,1800,900,1350
10801,36000,2000,40000,300,1800,6000,13500
36001,54000,2000,40000,300,1800,1050,1500
54001,86400,2000,40000,300,1800,6000,13500
86401,97200,2000,40000,300,1800,600,900
97201,100800,2000,40000,300,1800,6000,13500
100801,104400,2000,40000,300,1800,900,1350
104401,122400,2000,40000,300,1800,6000,13500
122401,140400,2000,40000,300,1800,1050,1500
140401,172800,2000,40000,300,1800,6000,13500
172801,183600,2000,40000,300,1800,600,900
183601,208800,2000,40000,300,1800,2500,4500
208801,226800,2000,40000,300,1800,900,1350
226801,259200,2000,40000,300,1800,6000,13500
259201,270000,2000,40000,300,1800,600,900
270001,295200,2000,40000,300,1800,3000,4500
295201,313200,2000,40000,300,1800,1050,1500
313201,345600,2000,40000,300,1800,6000,13500
345601,356400,2000,40000,300,1800,600,900
356401,381600,2000,40000,300,1800,3500,4500
381601,399600,2000,40000,300,1800,750,1500
399601,432000,2000,40000,300,1800,6000,13500
432001,442800,2000,40000,300,1800,600,900
442801,468000,2000,40000,300,1800,3500,4500
468001,486000,2000,40000,300,1800,1050,1500
486001,518400,2000,40000,300,1800,6000,13500
518401,529200,2000,40000,300,1800,600,900
529201,554400,2000,40000,300,1800,6000,13500
554401,572400,2000,40000,300,1800,900,1350
572401,604800,2000,40000,300,1800,6000,13500
