0,10800,2000,40000,300,1800,9000,10000
10801,36000,2000,40000,300,1800,18000,20000
36001,54000,2000,40000,300,1800,9000,10000
54001,86400,2000,40000,300,1800,20000,25000
86401,97200,2000,40000,300,1800,9000,10000
97201,100800,2000,40000,300,1800,20000,25000
100801,104400,2000,40000,300,1800,3000,6000
104401,122400,2000,40000,300,1800,20000,25000
122401,140400,2000,40000,300,1800,9000,10000
140401,172800,2000,40000,300,1800,20000,25000
172801,183600,2000,40000,300,1800,8000,9000
183601,208800,2000,40000,300,1800,18000,20000
208801,226800,2000,40000,300,1800,9000,10000
226801,259200,2000,40000,300,1800,20000,25000
259201,270000,2000,40000,300,1800,8000,9000
270001,295200,2000,40000,300,1800,18000,20000
295201,313200,2000,40000,300,1800,9000,10000
313201,345600,2000,40000,300,1800,20000,25000
345601,356400,2000,40000,300,1800,8000,9000
356401,381600,2000,40000,300,1800,18000,20000
381601,399600,2000,40000,300,1800,9000,10000
399601,432000,2000,40000,300,1800,20000,25000
432001,442800,2000,40000,300,1800,8000,9000
442801,468000,2000,40000,300,1800,18000,20000
468001,486000,2000,40000,300,1800,9000,10000
486001,518400,2000,40000,300,1800,20000,25000
518401,529200,2000,40000,300,1800,8000,9000
529201,554400,2000,40000,300,1800,18000,20000
554401,572400,2000,40000,300,1800,9000,10000
572401,604800,2000,40000,300,1800,20000,25000
