0,50400,200,50000,900,1800,14400,18000
50401,54000,200,50000,900,1800,2000,2500
54001,57600,200,50000,900,1800,3000,3600
57601,61200,200,50000,900,1800,1500,2000
61201,72000,200,50000,900,1800,3000,3600
72001,75600,200,50000,900,1800,1500,2000
75601,97600,200,50000,900,1800,3000,3600
97601,108000,200,50000,900,1800,1500,2000
108001,144000,200,50000,900,1800,14400,18000
144001,145200,200,50000,900,1800,2000,2500
145201,147600,200,50000,900,1800,3000,3600
147601,151200,200,50000,900,1800,1500,2000
151201,158400,200,50000,900,1800,3000,3600
158401,162000,200,50000,900,1800,1500,2000
162001,183600,200,50000,900,1800,3000,3600
183601,230400,200,50000,900,1800,14400,18000
230401,231600,200,50000,900,1800,1500,2000
231601,234000,200,50000,900,1800,3000,3600
234401,237600,200,50000,900,1800,1500,2000
237601,244800,200,50000,900,1800,3000,3600
244801,248400,200,50000,900,1800,1500,2000
248401,270000,200,50000,900,1800,3000,3600
270001,280800,200,50000,900,1800,1500,2000
