0,50400,200,50000,900,1800,14400,18000
50401,54000,200,50000,900,1800,180,270
54001,57600,200,50000,900,1800,600,900
57601,58800,200,50000,900,1800,180,270
58801,72000,200,50000,900,1800,600,900
72001,73200,200,50000,900,1800,180,270
73201,86400,200,50000,900,1800,600,900
86401,144000,200,50000,900,1800,14400,18000
144001,145200,200,50000,900,1800,180,270
145201,162000,200,50000,900,1800,600,900
162001,169200,200,50000,900,1800,300,600
169201,230400,200,50000,900,1800,14400,18000
230401,231600,200,50000,900,1800,180,270
231601,248400,200,50000,900,1800,900,1200
248401,255600,200,50000,900,1800,180,270
 
