0,50400,200,50000,900,1800,14400,18000
50401,54000,200,50000,900,1800,600,900
54001,57600,200,50000,900,1800,1200,1800
57601,61200,200,50000,900,1800,300,600
61201,72000,200,50000,900,1800,1200,1800
72001,75600,200,50000,900,1800,300,600
75601,97600,200,50000,900,1800,1200,1800
97601,108000,200,50000,900,1800,300,600
108001,144000,200,50000,900,1800,14400,18000
144001,145200,200,50000,900,1800,600,900
145201,147600,200,50000,900,1800,1200,1800
147601,151200,200,50000,900,1800,300,600
151201,158400,200,50000,900,1800,1200,1800
158401,162000,200,50000,900,1800,300,600
162001,183600,200,50000,900,1800,1200,1800
183601,230400,200,50000,900,1800,14400,18000
230401,231600,200,50000,900,1800,300,600
231601,234000,200,50000,900,1800,1200,1800
234401,237600,200,50000,900,1800,300,600
237601,244800,200,50000,900,1800,1200,1800
244801,248400,200,50000,900,1800,300,600
248401,270000,200,50000,900,1800,1200,1800
270001,280800,200,50000,900,1800,300,600
