0,14700,200,50000,900,7200,9000,10000
14701,18300,200,50000,900,7200,2700,3600
18301,25500,200,50000,900,7200,9000,10000
25501,241200,200,50000,900,7200,18000,28800
241201,252000,200,50000,900,7200,9000,10000
252001,255600,200,50000,900,7200,2700,3600
255601,262800,200,50000,900,7200,9000,10000
262801,331200,200,50000,900,7200,18000,28800
331201,342000,200,50000,900,7200,9000,10000
342001,345600,200,50000,900,7200,2700,3600
345601,352800,200,50000,900,7200,9000,10000
352801,507600,200,50000,900,7200,18000,28800
507601,518400,200,50000,900,7200,9000,10000
518401,522000,200,50000,900,7200,2700,3600
522001,529200,200,50000,900,7200,9000,10000
529200,597600,200,50000,900,7200,18000,28800
597601,604800,200,50000,900,7200,9000,10000
604801,612000,200,50000,900,7200,2700,3600
612000,622800,200,50000,900,7200,9000,10000


 
